,date,positive_sentiment,stock
1715,2021-01-21,0,EXCL
1716,2021-01-20,1,EXCL
1717,2021-01-19,0,EXCL
1718,2021-01-18,0,EXCL
1719,2021-01-15,0,EXCL
1720,2021-01-14,0,EXCL
1721,2021-01-13,0,EXCL
1722,2021-01-12,0,EXCL
1723,2021-01-11,1,EXCL
1724,2021-01-08,0,EXCL
1725,2021-01-07,0,EXCL
1726,2021-01-06,0,EXCL
1727,2021-01-05,1,EXCL
1728,2021-01-04,0,EXCL
1729,2020-12-30,0,EXCL
1730,2020-12-29,1,EXCL
1731,2020-12-28,0,EXCL
1732,2020-12-23,0,EXCL
1733,2020-12-22,1,EXCL
1734,2020-12-21,0,EXCL
1735,2020-12-18,0,EXCL
1736,2020-12-17,1,EXCL
1737,2020-12-16,1,EXCL
1738,2020-12-15,1,EXCL
1739,2020-12-14,1,EXCL
1740,2020-12-11,0,EXCL
1741,2020-12-10,0,EXCL
1742,2020-12-08,1,EXCL
1743,2020-12-07,1,EXCL
1744,2020-12-04,0,EXCL
1745,2020-12-03,1,EXCL
1746,2020-12-02,0,EXCL
1747,2020-12-01,0,EXCL
1748,2020-11-30,0,EXCL
1749,2020-11-27,1,EXCL
1750,2020-11-26,0,EXCL
1751,2020-11-25,0,EXCL
1752,2020-11-24,1,EXCL
1753,2020-11-23,1,EXCL
1754,2020-11-20,1,EXCL
1755,2020-11-19,0,EXCL
1756,2020-11-18,0,EXCL
1757,2020-11-17,1,EXCL
1758,2020-11-16,1,EXCL
1759,2020-11-13,0,EXCL
1760,2020-11-12,1,EXCL
1761,2020-11-11,0,EXCL
1762,2020-11-10,0,EXCL
1763,2020-11-09,1,EXCL
1764,2020-11-06,1,EXCL
1765,2020-11-05,1,EXCL
1766,2020-11-04,0,EXCL
1767,2020-11-03,1,EXCL
1768,2020-11-02,1,EXCL
1769,2020-10-27,0,EXCL
1770,2020-10-26,0,EXCL
1771,2020-10-23,1,EXCL
1772,2020-10-22,0,EXCL
1773,2020-10-21,0,EXCL
1774,2020-10-20,0,EXCL
1775,2020-10-19,1,EXCL
1776,2020-10-16,0,EXCL
1777,2020-10-15,1,EXCL
1778,2020-10-14,0,EXCL
1779,2020-10-13,0,EXCL
1780,2020-10-12,1,EXCL
1781,2020-10-09,1,EXCL
1782,2020-10-08,1,EXCL
1783,2020-10-07,0,EXCL
1784,2020-10-06,0,EXCL
1785,2020-10-05,0,EXCL
1786,2020-10-02,1,EXCL
1787,2020-10-01,1,EXCL
1788,2020-09-30,0,EXCL
1789,2020-09-29,1,EXCL
1790,2020-09-28,1,EXCL
1791,2020-09-25,0,EXCL
1792,2020-09-24,0,EXCL
1793,2020-09-23,0,EXCL
1794,2020-09-22,0,EXCL
1795,2020-09-21,1,EXCL
1796,2020-09-18,0,EXCL
1797,2020-09-17,0,EXCL
1798,2020-09-16,0,EXCL
1799,2020-09-15,1,EXCL
1800,2020-09-14,1,EXCL
1801,2020-09-11,0,EXCL
1802,2020-09-10,0,EXCL
1803,2020-09-09,0,EXCL
1804,2020-09-08,0,EXCL
1805,2020-09-07,0,EXCL
1806,2020-09-04,0,EXCL
1807,2020-09-03,1,EXCL
1808,2020-09-02,0,EXCL
1809,2020-09-01,0,EXCL
1810,2020-08-31,0,EXCL
1811,2020-08-28,1,EXCL
1812,2020-08-27,1,EXCL
1813,2020-08-26,0,EXCL
1814,2020-08-25,1,EXCL
1815,2020-08-24,1,EXCL
1816,2020-08-19,0,EXCL
1817,2020-08-18,0,EXCL
1818,2020-08-14,1,EXCL
1819,2020-08-13,1,EXCL
1820,2020-08-12,0,EXCL
1821,2020-08-11,1,EXCL
1822,2020-08-10,0,EXCL
1823,2020-08-07,1,EXCL
1824,2020-08-06,1,EXCL
1825,2020-08-05,1,EXCL
1826,2020-08-04,0,EXCL
1827,2020-08-03,0,EXCL
1828,2020-07-30,0,EXCL
1829,2020-07-29,0,EXCL
1830,2020-07-28,1,EXCL
1831,2020-07-27,0,EXCL
1832,2020-07-24,1,EXCL
1833,2020-07-23,0,EXCL
1834,2020-07-22,1,EXCL
1835,2020-07-21,1,EXCL
1836,2020-07-20,0,EXCL
1837,2020-07-17,0,EXCL
1838,2020-07-16,0,EXCL
1839,2020-07-15,1,EXCL
1840,2020-07-14,1,EXCL
1841,2020-07-13,0,EXCL
1842,2020-07-10,0,EXCL
1843,2020-07-09,1,EXCL
1844,2020-07-08,0,EXCL
1845,2020-07-07,1,EXCL
1846,2020-07-06,1,EXCL
1847,2020-07-03,0,EXCL
1848,2020-07-02,0,EXCL
1849,2020-07-01,0,EXCL
1850,2020-06-30,1,EXCL
1851,2020-06-29,1,EXCL
1852,2020-06-26,0,EXCL
1853,2020-06-25,0,EXCL
1854,2020-06-24,0,EXCL
1855,2020-06-23,0,EXCL
1856,2020-06-22,1,EXCL
1857,2020-06-19,1,EXCL
1858,2020-06-18,1,EXCL
1859,2020-06-17,1,EXCL
1860,2020-06-16,1,EXCL
1861,2020-06-15,1,EXCL
1862,2020-06-12,0,EXCL
1863,2020-06-11,0,EXCL
1864,2020-06-10,0,EXCL
1865,2020-06-09,0,EXCL
1866,2020-06-08,1,EXCL
1867,2020-06-05,1,EXCL
1868,2020-06-04,0,EXCL
1869,2020-06-03,0,EXCL
1870,2020-06-02,0,EXCL
1871,2020-05-29,0,EXCL
1872,2020-05-28,1,EXCL
1873,2020-05-27,1,EXCL
1874,2020-05-26,0,EXCL
1875,2020-05-20,0,EXCL
1876,2020-05-19,1,EXCL
1877,2020-05-18,1,EXCL
1878,2020-05-15,0,EXCL
1879,2020-05-14,1,EXCL
1880,2020-05-13,0,EXCL
1881,2020-05-12,1,EXCL
1882,2020-05-11,1,EXCL
1883,2020-05-08,0,EXCL
1884,2020-05-06,0,EXCL
1885,2020-05-05,0,EXCL
1886,2020-05-04,0,EXCL
1887,2020-04-30,1,EXCL
1888,2020-04-29,0,EXCL
1889,2020-04-28,1,EXCL
1890,2020-04-27,1,EXCL
1891,2020-04-24,0,EXCL
1892,2020-04-23,1,EXCL
1893,2020-04-22,0,EXCL
1894,2020-04-21,0,EXCL
1895,2020-04-20,1,EXCL
1896,2020-04-17,0,EXCL
1897,2020-04-16,0,EXCL
1898,2020-04-15,1,EXCL
1899,2020-04-14,0,EXCL
1900,2020-04-13,0,EXCL
1901,2020-04-09,0,EXCL
1902,2020-04-08,0,EXCL
1903,2020-04-07,1,EXCL
1904,2020-04-06,1,EXCL
1905,2020-04-03,1,EXCL
1906,2020-04-02,1,EXCL
1907,2020-04-01,1,EXCL
1908,2020-03-31,1,EXCL
1909,2020-03-30,1,EXCL
1910,2020-03-27,1,EXCL
1911,2020-03-26,0,EXCL
1912,2020-03-24,0,EXCL
1913,2020-03-23,1,EXCL
1914,2020-03-20,0,EXCL
1915,2020-03-19,0,EXCL
1916,2020-03-18,0,EXCL
1917,2020-03-17,0,EXCL
1918,2020-03-16,1,EXCL
1919,2020-03-13,0,EXCL
1920,2020-03-12,0,EXCL
1921,2021-03-12,1,INDF
1922,2021-03-10,0,INDF
1923,2021-03-09,1,INDF
1924,2021-03-08,1,INDF
1925,2021-03-05,0,INDF
1926,2021-03-04,0,INDF
1927,2021-03-03,1,INDF
1928,2021-03-02,1,INDF
1929,2021-03-01,0,INDF
1930,2021-02-26,0,INDF
1931,2021-02-25,1,INDF
1932,2021-02-24,1,INDF
1933,2021-02-23,0,INDF
1934,2021-02-22,1,INDF
1935,2021-02-19,0,INDF
1936,2021-02-18,0,INDF
1937,2021-02-17,0,INDF
1938,2021-02-16,0,INDF
1939,2021-02-15,1,INDF
1940,2021-02-11,0,INDF
1941,2021-02-10,0,INDF
1942,2021-02-09,0,INDF
1943,2021-02-08,0,INDF
1944,2021-02-05,1,INDF
1945,2021-02-04,0,INDF
1946,2021-02-03,1,INDF
1947,2021-02-02,1,INDF
1948,2021-02-01,0,INDF
1949,2021-01-29,0,INDF
1950,2021-01-28,0,INDF
1951,2021-01-27,0,INDF
1952,2021-01-26,0,INDF
1953,2021-01-25,0,INDF
1954,2021-01-22,0,INDF
1955,2021-01-21,0,INDF
1956,2021-01-20,0,INDF
1957,2021-01-19,1,INDF
1958,2021-01-18,0,INDF
1959,2021-01-15,0,INDF
1960,2021-01-14,0,INDF
1961,2021-01-13,0,INDF
1962,2021-01-12,0,INDF
1963,2021-01-11,1,INDF
1964,2021-01-08,1,INDF
1965,2021-01-07,0,INDF
1966,2021-01-06,1,INDF
1967,2021-01-05,0,INDF
1968,2021-01-04,1,INDF
1969,2020-12-30,0,INDF
1970,2020-12-29,1,INDF
1971,2020-12-28,1,INDF
1972,2020-12-23,0,INDF
1973,2020-12-22,1,INDF
1974,2020-12-21,0,INDF
1975,2020-12-18,0,INDF
1976,2020-12-17,0,INDF
1977,2020-12-16,0,INDF
1978,2020-12-15,1,INDF
1979,2020-12-14,0,INDF
1980,2020-12-11,0,INDF
1981,2020-12-10,0,INDF
1982,2020-12-08,1,INDF
1983,2020-12-07,0,INDF
1984,2020-12-04,0,INDF
1985,2020-12-03,1,INDF
1986,2020-12-02,0,INDF
1987,2020-12-01,0,INDF
1988,2020-11-30,1,INDF
1989,2020-11-27,1,INDF
1990,2020-11-26,0,INDF
1991,2020-11-25,0,INDF
1992,2020-11-24,1,INDF
1993,2020-11-23,0,INDF
1994,2020-11-20,0,INDF
1995,2020-11-19,1,INDF
1996,2020-11-18,1,INDF
1997,2020-11-17,0,INDF
1998,2020-11-16,0,INDF
1999,2020-11-13,1,INDF
2000,2020-11-12,0,INDF
2001,2020-11-11,0,INDF
2002,2020-11-10,1,INDF
2003,2020-11-09,1,INDF
2004,2020-11-06,0,INDF
2005,2020-11-05,1,INDF
2006,2020-11-04,1,INDF
2007,2020-11-03,1,INDF
2008,2020-11-02,0,INDF
2009,2020-10-27,0,INDF
2010,2020-10-26,0,INDF
2011,2020-10-23,1,INDF
2012,2020-10-22,0,INDF
2013,2020-10-21,0,INDF
2014,2020-10-20,1,INDF
2015,2020-10-19,1,INDF
2016,2020-10-16,0,INDF
2017,2020-10-15,0,INDF
2018,2020-10-14,0,INDF
2019,2020-10-13,0,INDF
2020,2020-10-12,1,INDF
2021,2020-10-09,1,INDF
2022,2020-10-08,0,INDF
2023,2020-10-07,1,INDF
2024,2020-10-06,1,INDF
2025,2020-10-05,0,INDF
2026,2020-10-02,1,INDF
2027,2020-10-01,1,INDF
2028,2020-09-30,0,INDF
2029,2020-09-29,0,INDF
2030,2020-09-28,1,INDF
2031,2020-09-25,0,INDF
2032,2020-09-24,0,INDF
2033,2020-09-23,1,INDF
2034,2020-09-22,0,INDF
2035,2020-09-21,1,INDF
2036,2020-09-18,0,INDF
2037,2020-09-17,0,INDF
2038,2020-09-16,0,INDF
2039,2020-09-15,1,INDF
2040,2020-09-14,1,INDF
2041,2020-09-11,0,INDF
2042,2020-09-10,0,INDF
2043,2020-09-09,1,INDF
2044,2020-09-08,1,INDF
2045,2020-09-07,0,INDF
2046,2020-09-04,0,INDF
2047,2020-09-03,1,INDF
2048,2020-09-02,0,INDF
2049,2020-09-01,0,INDF
2050,2020-08-31,0,INDF
2051,2020-08-28,1,INDF
2052,2020-08-27,0,INDF
2053,2020-08-26,1,INDF
2054,2020-08-25,1,INDF
2055,2020-08-24,0,INDF
2056,2020-08-19,0,INDF
2057,2020-08-18,1,INDF
2058,2020-08-14,1,INDF
2059,2020-08-13,1,INDF
2060,2020-08-12,1,INDF
2061,2020-08-11,1,INDF
2062,2020-08-10,0,INDF
2063,2020-08-07,0,INDF
2064,2020-08-06,1,INDF
2065,2020-08-05,1,INDF
2066,2020-08-04,1,INDF
2067,2020-08-03,0,INDF
2068,2020-07-30,1,INDF
2069,2020-07-29,0,INDF
2070,2020-07-28,0,INDF
2071,2020-07-27,0,INDF
2072,2020-07-24,0,INDF
2073,2020-07-23,0,INDF
2074,2020-07-22,1,INDF
2075,2020-07-21,1,INDF
2076,2020-07-20,0,INDF
2077,2020-07-17,1,INDF
2078,2020-07-16,0,INDF
2079,2020-07-15,1,INDF
2080,2020-07-14,1,INDF
2081,2020-07-13,0,INDF
2082,2020-07-10,0,INDF
2083,2020-07-09,1,INDF
2084,2020-07-08,0,INDF
2085,2020-07-07,0,INDF
2086,2020-07-06,1,INDF
2087,2020-07-03,1,INDF
2088,2020-07-02,1,INDF
2089,2020-07-01,0,INDF
2090,2020-06-30,1,INDF
2091,2020-06-29,1,INDF
2092,2020-06-26,0,INDF
2093,2020-06-25,1,INDF
2094,2020-06-24,0,INDF
2095,2020-06-23,0,INDF
2096,2020-06-22,1,INDF
2097,2020-06-19,0,INDF
2098,2020-06-18,1,INDF
2099,2020-06-17,1,INDF
2100,2020-06-16,1,INDF
2101,2020-06-15,0,INDF
2102,2020-06-12,1,INDF
2103,2020-06-11,0,INDF
2104,2020-06-10,1,INDF
2105,2020-06-09,0,INDF
2106,2020-06-08,1,INDF
2107,2020-06-05,0,INDF
2108,2020-06-04,1,INDF
2109,2020-06-03,1,INDF
2110,2020-06-02,1,INDF
2111,2020-05-29,1,INDF
2112,2020-05-28,0,INDF
2113,2020-05-27,0,INDF
2114,2020-05-26,0,INDF
2115,2020-05-20,1,INDF
2116,2020-05-19,0,INDF
2117,2020-05-18,0,INDF
2118,2020-05-15,1,INDF
2119,2020-05-14,1,INDF
2120,2020-05-13,0,INDF
2121,2020-05-12,0,INDF
2122,2020-05-11,1,INDF
2123,2020-05-08,1,INDF
2124,2020-05-06,0,INDF
2125,2020-05-05,1,INDF
2126,2020-05-04,0,INDF
2127,2020-04-30,1,INDF
2128,2020-04-29,1,INDF
2129,2020-04-28,0,INDF
2130,2020-04-27,0,INDF
2131,2020-04-24,1,INDF
2132,2020-04-23,1,INDF
2133,2020-04-22,0,INDF
2134,2020-04-21,0,INDF
2135,2020-04-20,1,INDF
2136,2020-04-17,0,INDF
2137,2020-04-16,0,INDF
2138,2020-04-15,1,INDF
2139,2020-04-14,0,INDF
2140,2020-04-13,1,INDF
2141,2020-04-09,0,INDF
2142,2020-04-08,0,INDF
2143,2020-04-07,1,INDF
2144,2020-04-06,0,INDF
2145,2020-04-03,1,INDF
2146,2020-04-02,0,INDF
2147,2020-04-01,0,INDF
2148,2020-03-31,0,INDF
2149,2020-03-30,1,INDF
2150,2020-03-27,1,INDF
2151,2020-03-26,0,INDF
2152,2020-03-24,0,INDF
2153,2020-03-23,1,INDF
2154,2020-03-20,0,INDF
2155,2020-03-19,0,INDF
2156,2020-03-18,0,INDF
2157,2020-03-17,0,INDF
2158,2020-03-16,1,INDF
2159,2020-03-13,0,INDF
2160,2020-03-12,0,INDF
2161,2021-03-12,1,KLBF
2162,2021-03-10,0,KLBF
2163,2021-03-09,1,KLBF
2164,2021-03-08,0,KLBF
2165,2021-03-05,1,KLBF
2166,2021-03-04,0,KLBF
2167,2021-03-03,1,KLBF
2168,2021-03-02,1,KLBF
2169,2021-03-01,0,KLBF
2170,2021-02-26,0,KLBF
2171,2021-02-25,0,KLBF
2172,2021-02-24,0,KLBF
2173,2021-02-23,0,KLBF
2174,2021-02-22,1,KLBF
2175,2021-02-19,0,KLBF
2176,2021-02-18,0,KLBF
2177,2021-02-17,0,KLBF
2178,2021-02-16,1,KLBF
2179,2021-02-15,1,KLBF
2180,2021-02-11,1,KLBF
2181,2021-02-10,0,KLBF
2182,2021-02-09,0,KLBF
2183,2021-02-08,1,KLBF
2184,2021-02-05,0,KLBF
2185,2021-02-04,1,KLBF
2186,2021-02-03,1,KLBF
2187,2021-02-02,1,KLBF
2188,2021-02-01,0,KLBF
2189,2021-01-29,1,KLBF
2190,2021-01-28,0,KLBF
2191,2021-01-27,0,KLBF
2192,2021-01-26,0,KLBF
2193,2021-01-25,0,KLBF
2194,2021-01-22,1,KLBF
2195,2021-01-21,0,KLBF
2196,2021-01-20,0,KLBF
2197,2021-01-19,1,KLBF
2198,2021-01-18,1,KLBF
2199,2021-01-15,1,KLBF
2200,2021-01-14,0,KLBF
2201,2021-01-13,0,KLBF
2202,2021-01-12,1,KLBF
2203,2021-01-11,0,KLBF
2204,2021-01-08,0,KLBF
2205,2021-01-07,1,KLBF
2206,2021-01-06,0,KLBF
2207,2021-01-05,0,KLBF
2208,2021-01-04,1,KLBF
2209,2020-12-30,0,KLBF
2210,2020-12-29,1,KLBF
2211,2020-12-28,0,KLBF
2212,2020-12-23,0,KLBF
2213,2020-12-22,0,KLBF
2214,2020-12-21,1,KLBF
2215,2020-12-18,0,KLBF
2216,2020-12-17,1,KLBF
2217,2020-12-16,1,KLBF
2218,2020-12-15,1,KLBF
2219,2020-12-14,0,KLBF
2220,2020-12-11,0,KLBF
2221,2020-12-10,0,KLBF
2222,2020-12-08,0,KLBF
2223,2020-12-07,1,KLBF
2224,2020-12-04,0,KLBF
2225,2020-12-03,0,KLBF
2226,2020-12-02,0,KLBF
2227,2020-12-01,1,KLBF
2228,2020-11-30,0,KLBF
2229,2020-11-27,1,KLBF
2230,2020-11-26,0,KLBF
2231,2020-11-25,0,KLBF
2232,2020-11-24,0,KLBF
2233,2020-11-23,0,KLBF
2234,2020-11-20,0,KLBF
2235,2020-11-19,0,KLBF
2236,2020-11-18,0,KLBF
2237,2020-11-17,0,KLBF
2238,2020-11-16,1,KLBF
2239,2020-11-13,1,KLBF
2240,2020-11-12,0,KLBF
2241,2020-11-11,0,KLBF
2242,2020-11-10,1,KLBF
2243,2020-11-09,1,KLBF
2244,2020-11-06,1,KLBF
2245,2020-11-05,1,KLBF
2246,2020-11-04,0,KLBF
2247,2020-11-03,0,KLBF
2248,2020-11-02,0,KLBF
2249,2020-10-27,0,KLBF
2250,2020-10-26,0,KLBF
2251,2020-10-23,1,KLBF
2252,2020-10-22,0,KLBF
2253,2020-10-21,0,KLBF
2254,2020-10-20,1,KLBF
2255,2020-10-19,1,KLBF
2256,2020-10-16,0,KLBF
2257,2020-10-15,1,KLBF
2258,2020-10-14,1,KLBF
2259,2020-10-13,0,KLBF
2260,2020-10-12,0,KLBF
2261,2020-10-09,0,KLBF
2262,2020-10-08,1,KLBF
2263,2020-10-07,0,KLBF
2264,2020-10-06,0,KLBF
2265,2020-10-05,0,KLBF
2266,2020-10-02,1,KLBF
2267,2020-10-01,1,KLBF
2268,2020-09-30,0,KLBF
2269,2020-09-29,0,KLBF
2270,2020-09-28,1,KLBF
2271,2020-09-25,1,KLBF
2272,2020-09-24,1,KLBF
2273,2020-09-23,1,KLBF
2274,2020-09-22,0,KLBF
2275,2020-09-21,1,KLBF
2276,2020-09-18,0,KLBF
2277,2020-09-17,0,KLBF
2278,2020-09-16,0,KLBF
2279,2020-09-15,0,KLBF
2280,2020-09-14,1,KLBF
2281,2020-09-11,0,KLBF
2282,2020-09-10,0,KLBF
2283,2020-09-09,0,KLBF
2284,2020-09-08,1,KLBF
2285,2020-09-07,0,KLBF
2286,2020-09-04,0,KLBF
2287,2020-09-03,0,KLBF
2288,2020-09-02,1,KLBF
2289,2020-09-01,0,KLBF
2290,2020-08-31,0,KLBF
2291,2020-08-28,1,KLBF
2292,2020-08-27,0,KLBF
2293,2020-08-26,1,KLBF
2294,2020-08-25,0,KLBF
2295,2020-08-24,0,KLBF
2296,2020-08-19,1,KLBF
2297,2020-08-18,0,KLBF
2298,2020-08-14,1,KLBF
2299,2020-08-13,0,KLBF
2300,2020-08-12,1,KLBF
2301,2020-08-11,1,KLBF
2302,2020-08-10,0,KLBF
2303,2020-08-07,0,KLBF
2304,2020-08-06,1,KLBF
2305,2020-08-05,0,KLBF
2306,2020-08-04,1,KLBF
2307,2020-08-03,1,KLBF
2308,2020-07-30,1,KLBF
2309,2020-07-29,0,KLBF
2310,2020-07-28,1,KLBF
2311,2020-07-27,0,KLBF
2312,2020-07-24,1,KLBF
2313,2020-07-23,1,KLBF
2314,2020-07-22,1,KLBF
2315,2020-07-21,1,KLBF
2316,2020-07-20,0,KLBF
2317,2020-07-17,0,KLBF
2318,2020-07-16,1,KLBF
2319,2020-07-15,1,KLBF
2320,2020-07-14,0,KLBF
2321,2020-07-13,0,KLBF
2322,2020-07-10,1,KLBF
2323,2020-07-09,1,KLBF
2324,2020-07-08,0,KLBF
2325,2020-07-07,1,KLBF
2326,2020-07-06,0,KLBF
2327,2020-07-03,1,KLBF
2328,2020-07-02,0,KLBF
2329,2020-07-01,1,KLBF
2330,2020-06-30,0,KLBF
2331,2020-06-29,0,KLBF
2332,2020-06-26,0,KLBF
2333,2020-06-25,1,KLBF
2334,2020-06-24,0,KLBF
2335,2020-06-23,1,KLBF
2336,2020-06-22,1,KLBF
2337,2020-06-19,1,KLBF
2338,2020-06-18,0,KLBF
2339,2020-06-17,1,KLBF
2340,2020-06-16,1,KLBF
2341,2020-06-15,0,KLBF
2342,2020-06-12,0,KLBF
2343,2020-06-11,1,KLBF
2344,2020-06-10,0,KLBF
2345,2020-06-09,1,KLBF
2346,2020-06-08,1,KLBF
2347,2020-06-05,0,KLBF
2348,2020-06-04,1,KLBF
2349,2020-06-03,1,KLBF
2350,2020-06-02,0,KLBF
2351,2020-05-29,1,KLBF
2352,2020-05-28,1,KLBF
2353,2020-05-27,0,KLBF
2354,2020-05-26,0,KLBF
2355,2020-05-20,0,KLBF
2356,2020-05-19,0,KLBF
2357,2020-05-18,0,KLBF
2358,2020-05-15,0,KLBF
2359,2020-05-14,0,KLBF
2360,2020-05-13,1,KLBF
2361,2020-05-12,0,KLBF
2362,2020-05-11,1,KLBF
2363,2020-05-08,1,KLBF
2364,2020-05-06,0,KLBF
2365,2020-05-05,1,KLBF
2366,2020-05-04,0,KLBF
2367,2020-04-30,1,KLBF
2368,2020-04-29,1,KLBF
2369,2020-04-28,1,KLBF
2370,2020-04-27,1,KLBF
2371,2020-04-24,0,KLBF
2372,2020-04-23,1,KLBF
2373,2020-04-22,1,KLBF
2374,2020-04-21,0,KLBF
2375,2020-04-20,1,KLBF
2376,2020-04-17,0,KLBF
2377,2020-04-16,0,KLBF
2378,2020-04-15,1,KLBF
2379,2020-04-14,0,KLBF
2380,2020-04-13,0,KLBF
2381,2020-04-09,0,KLBF
2382,2020-04-08,0,KLBF
2383,2020-04-07,0,KLBF
2384,2020-04-06,0,KLBF
2385,2020-04-03,1,KLBF
2386,2020-04-02,0,KLBF
2387,2020-04-01,1,KLBF
2388,2020-03-31,1,KLBF
2389,2020-03-30,1,KLBF
2390,2020-03-27,1,KLBF
2391,2020-03-26,0,KLBF
2392,2020-03-24,0,KLBF
2393,2020-03-23,1,KLBF
2394,2020-03-20,0,KLBF
2395,2020-03-19,0,KLBF
2396,2020-03-18,0,KLBF
2397,2020-03-17,0,KLBF
2398,2020-03-16,0,KLBF
2399,2020-03-13,0,KLBF
2400,2020-03-12,0,KLBF
2401,2021-03-12,1,PGAS
2402,2021-03-10,0,PGAS
2403,2021-03-09,0,PGAS
2404,2021-03-08,0,PGAS
2405,2021-03-05,0,PGAS
2406,2021-03-04,0,PGAS
2407,2021-03-03,1,PGAS
2408,2021-03-02,1,PGAS
2409,2021-03-01,1,PGAS
2410,2021-02-26,0,PGAS
2411,2021-02-25,0,PGAS
2412,2021-02-24,0,PGAS
2413,2021-02-23,0,PGAS
2414,2021-02-22,1,PGAS
2415,2021-02-19,0,PGAS
2416,2021-02-18,0,PGAS
2417,2021-02-17,0,PGAS
2418,2021-02-16,1,PGAS
2419,2021-02-15,1,PGAS
2420,2021-02-11,0,PGAS
2421,2021-02-10,0,PGAS
2422,2021-02-09,1,PGAS
2423,2021-02-08,1,PGAS
2424,2021-02-05,0,PGAS
2425,2021-02-04,1,PGAS
2426,2021-02-03,0,PGAS
2427,2021-02-02,1,PGAS
2428,2021-02-01,0,PGAS
2429,2021-01-29,0,PGAS
2430,2021-01-28,0,PGAS
2431,2021-01-27,0,PGAS
2432,2021-01-26,0,PGAS
2433,2021-01-25,0,PGAS
2434,2021-01-22,1,PGAS
2435,2021-01-21,1,PGAS
2436,2021-01-20,0,PGAS
2437,2021-01-19,1,PGAS
2438,2021-01-18,0,PGAS
2439,2021-01-15,1,PGAS
2440,2021-01-14,0,PGAS
2441,2021-01-13,0,PGAS
2442,2021-01-12,0,PGAS
2443,2021-01-11,0,PGAS
2444,2021-01-08,1,PGAS
2445,2021-01-07,0,PGAS
2446,2021-01-06,1,PGAS
2447,2021-01-05,0,PGAS
2448,2021-01-04,0,PGAS
2449,2020-12-30,0,PGAS
2450,2020-12-29,1,PGAS
2451,2020-12-28,0,PGAS
2452,2020-12-23,0,PGAS
2453,2020-12-22,0,PGAS
2454,2020-12-21,1,PGAS
2455,2020-12-18,0,PGAS
2456,2020-12-17,1,PGAS
2457,2020-12-16,1,PGAS
2458,2020-12-15,1,PGAS
2459,2020-12-14,0,PGAS
2460,2020-12-11,0,PGAS
2461,2020-12-10,1,PGAS
2462,2020-12-08,1,PGAS
2463,2020-12-07,1,PGAS
2464,2020-12-04,0,PGAS
2465,2020-12-03,1,PGAS
2466,2020-12-02,1,PGAS
2467,2020-12-01,0,PGAS
2468,2020-11-30,1,PGAS
2469,2020-11-27,1,PGAS
2470,2020-11-26,0,PGAS
2471,2020-11-25,1,PGAS
2472,2020-11-24,1,PGAS
2473,2020-11-23,1,PGAS
2474,2020-11-20,0,PGAS
2475,2020-11-19,1,PGAS
2476,2020-11-18,1,PGAS
2477,2020-11-17,1,PGAS
2478,2020-11-16,1,PGAS
2479,2020-11-13,0,PGAS
2480,2020-11-12,1,PGAS
2481,2020-11-11,1,PGAS
2482,2020-11-10,1,PGAS
2483,2020-11-09,1,PGAS
2484,2020-11-06,1,PGAS
2485,2020-11-05,0,PGAS
2486,2020-11-04,1,PGAS
2487,2020-11-03,1,PGAS
2488,2020-11-02,0,PGAS
2489,2020-10-27,1,PGAS
2490,2020-10-26,0,PGAS
2491,2020-10-23,1,PGAS
2492,2020-10-22,0,PGAS
2493,2020-10-21,0,PGAS
2494,2020-10-20,1,PGAS
2495,2020-10-19,0,PGAS
2496,2020-10-16,0,PGAS
2497,2020-10-15,1,PGAS
2498,2020-10-14,1,PGAS
2499,2020-10-13,1,PGAS
2500,2020-10-12,1,PGAS
2501,2020-10-09,0,PGAS
2502,2020-10-08,1,PGAS
2503,2020-10-07,1,PGAS
2504,2020-10-06,1,PGAS
2505,2020-10-05,0,PGAS
2506,2020-10-02,1,PGAS
2507,2020-10-01,0,PGAS
2508,2020-09-30,0,PGAS
2509,2020-09-29,0,PGAS
2510,2020-09-28,1,PGAS
2511,2020-09-25,0,PGAS
2512,2020-09-24,0,PGAS
2513,2020-09-23,1,PGAS
2514,2020-09-22,0,PGAS
2515,2020-09-21,0,PGAS
2516,2020-09-18,0,PGAS
2517,2020-09-17,0,PGAS
2518,2020-09-16,0,PGAS
2519,2020-09-15,1,PGAS
2520,2020-09-14,1,PGAS
2521,2020-09-11,0,PGAS
2522,2020-09-10,0,PGAS
2523,2020-09-09,0,PGAS
2524,2020-09-08,0,PGAS
2525,2020-09-07,0,PGAS
2526,2020-09-04,0,PGAS
2527,2020-09-03,1,PGAS
2528,2020-09-02,1,PGAS
2529,2020-09-01,0,PGAS
2530,2020-08-31,1,PGAS
2531,2020-08-28,0,PGAS
2532,2020-08-27,0,PGAS
2533,2020-08-26,1,PGAS
2534,2020-08-25,1,PGAS
2535,2020-08-24,1,PGAS
2536,2020-08-19,1,PGAS
2537,2020-08-18,1,PGAS
2538,2020-08-14,0,PGAS
2539,2020-08-13,1,PGAS
2540,2020-08-12,0,PGAS
2541,2020-08-11,0,PGAS
2542,2020-08-10,0,PGAS
2543,2020-08-07,1,PGAS
2544,2020-08-06,1,PGAS
2545,2020-08-05,1,PGAS
2546,2020-08-04,0,PGAS
2547,2020-08-03,1,PGAS
2548,2020-07-30,1,PGAS
2549,2020-07-29,0,PGAS
2550,2020-07-28,1,PGAS
