,date,positive_sentiment,stock
886,2020-07-06,0,BBCA
887,2020-07-03,1,BBCA
888,2020-07-02,1,BBCA
889,2020-07-01,0,BBCA
890,2020-06-30,1,BBCA
891,2020-06-29,0,BBCA
892,2020-06-26,1,BBCA
893,2020-06-25,1,BBCA
894,2020-06-24,1,BBCA
895,2020-06-23,0,BBCA
896,2020-06-22,0,BBCA
897,2020-06-19,0,BBCA
898,2020-06-18,0,BBCA
899,2020-06-17,1,BBCA
900,2020-06-16,0,BBCA
901,2020-06-15,0,BBCA
902,2020-06-12,0,BBCA
903,2020-06-11,0,BBCA
904,2020-06-10,0,BBCA
905,2020-06-09,1,BBCA
906,2020-06-08,0,BBCA
907,2020-06-05,1,BBCA
908,2020-06-04,1,BBCA
909,2020-06-03,1,BBCA
910,2020-06-02,0,BBCA
911,2020-05-29,1,BBCA
912,2020-05-28,1,BBCA
913,2020-05-27,1,BBCA
914,2020-05-26,1,BBCA
915,2020-05-20,0,BBCA
916,2020-05-19,1,BBCA
917,2020-05-18,0,BBCA
918,2020-05-15,0,BBCA
919,2020-05-14,0,BBCA
920,2020-05-13,0,BBCA
921,2020-05-12,1,BBCA
922,2020-05-11,0,BBCA
923,2020-05-08,1,BBCA
924,2020-05-06,1,BBCA
925,2020-05-05,1,BBCA
926,2020-05-04,1,BBCA
927,2020-04-30,1,BBCA
928,2020-04-29,0,BBCA
929,2020-04-28,1,BBCA
930,2020-04-27,0,BBCA
931,2020-04-24,0,BBCA
932,2020-04-23,1,BBCA
933,2020-04-22,0,BBCA
934,2020-04-21,0,BBCA
935,2020-04-20,1,BBCA
936,2020-04-17,0,BBCA
937,2020-04-16,0,BBCA
938,2020-04-15,1,BBCA
939,2020-04-14,0,BBCA
940,2020-04-13,0,BBCA
941,2020-04-09,0,BBCA
942,2020-04-08,0,BBCA
943,2020-04-07,1,BBCA
944,2020-04-06,1,BBCA
945,2020-04-03,0,BBCA
946,2020-04-02,0,BBCA
947,2020-04-01,0,BBCA
948,2020-03-31,1,BBCA
949,2020-03-30,1,BBCA
950,2020-03-27,1,BBCA
951,2020-03-26,1,BBCA
952,2020-03-24,0,BBCA
953,2020-03-23,1,BBCA
954,2020-03-20,0,BBCA
955,2020-03-19,0,BBCA
956,2020-03-18,0,BBCA
957,2020-03-17,0,BBCA
958,2020-03-16,0,BBCA
959,2020-03-13,0,BBCA
960,2020-03-12,0,BBCA
961,2021-03-12,1,BBNI
962,2021-03-10,0,BBNI
963,2021-03-09,0,BBNI
964,2021-03-08,1,BBNI
965,2021-03-05,0,BBNI
966,2021-03-04,0,BBNI
967,2021-03-03,0,BBNI
968,2021-03-02,1,BBNI
969,2021-03-01,1,BBNI
970,2021-02-26,0,BBNI
971,2021-02-25,1,BBNI
972,2021-02-24,1,BBNI
973,2021-02-23,0,BBNI
974,2021-02-22,0,BBNI
975,2021-02-19,0,BBNI
976,2021-02-18,0,BBNI
977,2021-02-17,1,BBNI
978,2021-02-16,0,BBNI
979,2021-02-15,0,BBNI
980,2021-02-11,1,BBNI
981,2021-02-10,0,BBNI
982,2021-02-09,0,BBNI
983,2021-02-08,0,BBNI
984,2021-02-05,1,BBNI
985,2021-02-04,1,BBNI
986,2021-02-03,1,BBNI
987,2021-02-02,1,BBNI
988,2021-02-01,0,BBNI
989,2021-01-29,0,BBNI
990,2021-01-28,0,BBNI
991,2021-01-27,0,BBNI
992,2021-01-26,0,BBNI
993,2021-01-25,0,BBNI
994,2021-01-22,0,BBNI
995,2021-01-21,1,BBNI
996,2021-01-20,0,BBNI
997,2021-01-19,0,BBNI
998,2021-01-18,0,BBNI
999,2021-01-15,0,BBNI
1000,2021-01-14,0,BBNI
1001,2021-01-13,0,BBNI
1002,2021-01-12,1,BBNI
1003,2021-01-11,1,BBNI
1004,2021-01-08,0,BBNI
1005,2021-01-07,0,BBNI
1006,2021-01-06,1,BBNI
1007,2021-01-05,1,BBNI
1008,2021-01-04,0,BBNI
1009,2020-12-30,0,BBNI
1010,2020-12-29,1,BBNI
1011,2020-12-28,1,BBNI
1012,2020-12-23,0,BBNI
1013,2020-12-22,0,BBNI
1014,2020-12-21,1,BBNI
1015,2020-12-18,0,BBNI
1016,2020-12-17,1,BBNI
1017,2020-12-16,1,BBNI
1018,2020-12-15,0,BBNI
1019,2020-12-14,0,BBNI
1020,2020-12-11,0,BBNI
1021,2020-12-10,0,BBNI
1022,2020-12-08,1,BBNI
1023,2020-12-07,1,BBNI
1024,2020-12-04,0,BBNI
1025,2020-12-03,1,BBNI
1026,2020-12-02,1,BBNI
1027,2020-12-01,0,BBNI
1028,2020-11-30,1,BBNI
1029,2020-11-27,1,BBNI
1030,2020-11-26,1,BBNI
1031,2020-11-25,1,BBNI
1032,2020-11-24,1,BBNI
1033,2020-11-23,0,BBNI
1034,2020-11-20,1,BBNI
1035,2020-11-19,0,BBNI
1036,2020-11-18,0,BBNI
1037,2020-11-17,0,BBNI
1038,2020-11-16,1,BBNI
1039,2020-11-13,0,BBNI
1040,2020-11-12,1,BBNI
1041,2020-11-11,1,BBNI
1042,2020-11-10,1,BBNI
1043,2020-11-09,1,BBNI
1044,2020-11-06,1,BBNI
1045,2020-11-05,1,BBNI
1046,2020-11-04,0,BBNI
1047,2020-11-03,0,BBNI
1048,2020-11-02,0,BBNI
1049,2020-10-27,0,BBNI
1050,2020-10-26,1,BBNI
1051,2020-10-23,1,BBNI
1052,2020-10-22,0,BBNI
1053,2020-10-21,0,BBNI
1054,2020-10-20,1,BBNI
1055,2020-10-19,0,BBNI
1056,2020-10-16,0,BBNI
1057,2020-10-15,1,BBNI
1058,2020-10-14,1,BBNI
1059,2020-10-13,0,BBNI
1060,2020-10-12,0,BBNI
1061,2020-10-09,0,BBNI
1062,2020-10-08,1,BBNI
1063,2020-10-07,0,BBNI
1064,2020-10-06,1,BBNI
1065,2020-10-05,0,BBNI
1066,2020-10-02,1,BBNI
1067,2020-10-01,0,BBNI
1068,2020-09-30,0,BBNI
1069,2020-09-29,0,BBNI
1070,2020-09-28,1,BBNI
1071,2020-09-25,0,BBNI
1072,2020-09-24,0,BBNI
1073,2020-09-23,1,BBNI
1074,2020-09-22,0,BBNI
1075,2020-09-21,1,BBNI
1076,2020-09-18,0,BBNI
1077,2020-09-17,0,BBNI
1078,2020-09-16,0,BBNI
1079,2020-09-15,1,BBNI
1080,2020-09-14,1,BBNI
1081,2020-09-11,0,BBNI
1082,2020-09-10,0,BBNI
1083,2020-09-09,0,BBNI
1084,2020-09-08,1,BBNI
1085,2020-09-07,0,BBNI
1086,2020-09-04,0,BBNI
1087,2020-09-03,1,BBNI
1088,2020-09-02,1,BBNI
1089,2020-09-01,0,BBNI
1090,2020-08-31,0,BBNI
1091,2020-08-28,0,BBNI
1092,2020-08-27,1,BBNI
1093,2020-08-26,1,BBNI
1094,2020-08-25,1,BBNI
1095,2020-08-24,0,BBNI
1096,2020-08-19,1,BBNI
1097,2020-08-18,0,BBNI
1098,2020-08-14,0,BBNI
1099,2020-08-13,1,BBNI
1100,2020-08-12,1,BBNI
1101,2020-08-11,1,BBNI
1102,2020-08-10,0,BBNI
1103,2020-08-07,0,BBNI
1104,2020-08-06,1,BBNI
1105,2020-08-05,1,BBNI
1106,2020-08-04,0,BBNI
1107,2020-08-03,1,BBNI
1108,2020-07-30,0,BBNI
1109,2020-07-29,0,BBNI
1110,2020-07-28,1,BBNI
1111,2020-07-27,0,BBNI
1112,2020-07-24,1,BBNI
1113,2020-07-23,0,BBNI
1114,2020-07-22,1,BBNI
1115,2020-07-21,0,BBNI
1116,2020-07-20,1,BBNI
1117,2020-07-17,0,BBNI
1118,2020-07-16,0,BBNI
1119,2020-07-15,1,BBNI
1120,2020-07-14,1,BBNI
1121,2020-07-13,0,BBNI
1122,2020-07-10,0,BBNI
1123,2020-07-09,1,BBNI
1124,2020-07-08,0,BBNI
1125,2020-07-07,1,BBNI
1126,2020-07-06,0,BBNI
1127,2020-07-03,1,BBNI
1128,2020-07-02,0,BBNI
1129,2020-07-01,0,BBNI
1130,2020-06-30,1,BBNI
1131,2020-06-29,0,BBNI
1132,2020-06-26,0,BBNI
1133,2020-06-25,1,BBNI
1134,2020-06-24,0,BBNI
1135,2020-06-23,0,BBNI
1136,2020-06-22,0,BBNI
1137,2020-06-19,1,BBNI
1138,2020-06-18,0,BBNI
1139,2020-06-17,1,BBNI
1140,2020-06-16,0,BBNI
1141,2020-06-15,1,BBNI
1142,2020-06-12,0,BBNI
1143,2020-06-11,0,BBNI
1144,2020-06-10,0,BBNI
1145,2020-06-09,1,BBNI
1146,2020-06-08,1,BBNI
1147,2020-06-05,0,BBNI
1148,2020-06-04,1,BBNI
1149,2020-06-03,1,BBNI
1150,2020-06-02,1,BBNI
1151,2020-05-29,1,BBNI
1152,2020-05-28,0,BBNI
1153,2020-05-27,0,BBNI
1154,2020-05-26,1,BBNI
1155,2020-05-20,1,BBNI
1156,2020-05-19,1,BBNI
1157,2020-05-18,0,BBNI
1158,2020-05-15,0,BBNI
1159,2020-05-14,1,BBNI
1160,2020-05-13,0,BBNI
1161,2020-05-12,0,BBNI
1162,2020-05-11,1,BBNI
1163,2020-05-08,0,BBNI
1164,2020-05-06,0,BBNI
1165,2020-05-05,0,BBNI
1166,2020-05-04,1,BBNI
1167,2020-04-30,0,BBNI
1168,2020-04-29,1,BBNI
1169,2020-04-28,0,BBNI
1170,2020-04-27,0,BBNI
1171,2020-04-24,0,BBNI
1172,2020-04-23,1,BBNI
1173,2020-04-22,0,BBNI
1174,2020-04-21,0,BBNI
1175,2020-04-20,1,BBNI
1176,2020-04-17,0,BBNI
1177,2020-04-16,0,BBNI
1178,2020-04-15,1,BBNI
1179,2020-04-14,0,BBNI
1180,2020-04-13,0,BBNI
1181,2020-04-09,0,BBNI
1182,2020-04-08,0,BBNI
1183,2020-04-07,1,BBNI
1184,2020-04-06,1,BBNI
1185,2020-04-03,1,BBNI
1186,2020-04-02,0,BBNI
1187,2020-04-01,0,BBNI
1188,2020-03-31,0,BBNI
1189,2020-03-30,1,BBNI
1190,2020-03-27,1,BBNI
1191,2020-03-26,0,BBNI
1192,2020-03-24,0,BBNI
1193,2020-03-23,0,BBNI
1194,2020-03-20,0,BBNI
1195,2020-03-19,0,BBNI
1196,2020-03-18,0,BBNI
1197,2020-03-17,0,BBNI
1198,2020-03-16,1,BBNI
1199,2020-03-13,0,BBNI
1200,2020-03-12,0,BBNI
1201,2021-03-12,1,BBRI
1202,2021-03-10,0,BBRI
1203,2021-03-09,0,BBRI
1204,2021-03-08,1,BBRI
1205,2021-03-05,0,BBRI
1206,2021-03-04,1,BBRI
1207,2021-03-03,0,BBRI
1208,2021-03-02,1,BBRI
1209,2021-03-01,1,BBRI
1210,2021-02-26,0,BBRI
1211,2021-02-25,0,BBRI
1212,2021-02-24,0,BBRI
1213,2021-02-23,0,BBRI
1214,2021-02-22,1,BBRI
1215,2021-02-19,0,BBRI
1216,2021-02-18,0,BBRI
1217,2021-02-17,0,BBRI
1218,2021-02-16,1,BBRI
1219,2021-02-15,1,BBRI
1220,2021-02-11,1,BBRI
1221,2021-02-10,1,BBRI
1222,2021-02-09,0,BBRI
1223,2021-02-08,0,BBRI
1224,2021-02-05,1,BBRI
1225,2021-02-04,0,BBRI
1226,2021-02-03,0,BBRI
1227,2021-02-02,1,BBRI
1228,2021-02-01,0,BBRI
1229,2021-01-29,0,BBRI
1230,2021-01-28,0,BBRI
1231,2021-01-27,0,BBRI
1232,2021-01-26,0,BBRI
1233,2021-01-25,0,BBRI
1234,2021-01-22,0,BBRI
1235,2021-01-21,1,BBRI
1236,2021-01-20,0,BBRI
1237,2021-01-19,1,BBRI
1238,2021-01-18,0,BBRI
1239,2021-01-15,0,BBRI
1240,2021-01-14,1,BBRI
1241,2021-01-13,1,BBRI
1242,2021-01-12,1,BBRI
1243,2021-01-11,1,BBRI
1244,2021-01-08,1,BBRI
1245,2021-01-07,0,BBRI
1246,2021-01-06,0,BBRI
1247,2021-01-05,1,BBRI
1248,2021-01-04,0,BBRI
1249,2020-12-30,0,BBRI
1250,2020-12-29,0,BBRI
1251,2020-12-28,1,BBRI
1252,2020-12-23,0,BBRI
1253,2020-12-22,0,BBRI
1254,2020-12-21,1,BBRI
1255,2020-12-18,0,BBRI
1256,2020-12-17,1,BBRI
1257,2020-12-16,1,BBRI
1258,2020-12-15,0,BBRI
1259,2020-12-14,0,BBRI
1260,2020-12-11,0,BBRI
1261,2020-12-10,1,BBRI
1262,2020-12-08,1,BBRI
1263,2020-12-07,0,BBRI
1264,2020-12-04,1,BBRI
1265,2020-12-03,1,BBRI
1266,2020-12-02,1,BBRI
1267,2020-12-01,0,BBRI
1268,2020-11-30,0,BBRI
1269,2020-11-27,1,BBRI
1270,2020-11-26,0,BBRI
1271,2020-11-25,1,BBRI
1272,2020-11-24,1,BBRI
1273,2020-11-23,0,BBRI
1274,2020-11-20,1,BBRI
1275,2020-11-19,1,BBRI
1276,2020-11-18,0,BBRI
1277,2020-11-17,0,BBRI
1278,2020-11-16,1,BBRI
1279,2020-11-13,0,BBRI
1280,2020-11-12,1,BBRI
1281,2020-11-11,1,BBRI
1282,2020-11-10,1,BBRI
1283,2020-11-09,1,BBRI
1284,2020-11-06,1,BBRI
1285,2020-11-05,0,BBRI
1286,2020-11-04,1,BBRI
1287,2020-11-03,1,BBRI
1288,2020-11-02,1,BBRI
1289,2020-10-27,1,BBRI
1290,2020-10-26,0,BBRI
1291,2020-10-23,1,BBRI
1292,2020-10-22,0,BBRI
1293,2020-10-21,0,BBRI
1294,2020-10-20,1,BBRI
1295,2020-10-19,0,BBRI
1296,2020-10-16,0,BBRI
1297,2020-10-15,1,BBRI
1298,2020-10-14,1,BBRI
1299,2020-10-13,1,BBRI
1300,2020-10-12,1,BBRI
1301,2020-10-09,0,BBRI
1302,2020-10-08,0,BBRI
1303,2020-10-07,0,BBRI
1304,2020-10-06,1,BBRI
1305,2020-10-05,0,BBRI
1306,2020-10-02,1,BBRI
1307,2020-10-01,1,BBRI
1308,2020-09-30,0,BBRI
1309,2020-09-29,0,BBRI
1310,2020-09-28,1,BBRI
1311,2020-09-25,1,BBRI
1312,2020-09-24,0,BBRI
1313,2020-09-23,1,BBRI
1314,2020-09-22,0,BBRI
1315,2020-09-21,0,BBRI
1316,2020-09-18,0,BBRI
1317,2020-09-17,0,BBRI
1318,2020-09-16,0,BBRI
1319,2020-09-15,1,BBRI
1320,2020-09-14,1,BBRI
1321,2020-09-11,0,BBRI
1322,2020-09-10,0,BBRI
1323,2020-09-09,0,BBRI
1324,2020-09-08,0,BBRI
1325,2020-09-07,0,BBRI
1326,2020-09-04,0,BBRI
1327,2020-09-03,1,BBRI
1328,2020-09-02,1,BBRI
1329,2020-09-01,0,BBRI
1330,2020-08-31,0,BBRI
1331,2020-08-28,0,BBRI
1332,2020-08-27,0,BBRI
1333,2020-08-26,1,BBRI
1334,2020-08-25,1,BBRI
1335,2020-08-24,1,BBRI
1336,2020-08-19,1,BBRI
1337,2020-08-18,1,BBRI
1338,2020-08-14,0,BBRI
1339,2020-08-13,1,BBRI
1340,2020-08-12,1,BBRI
1341,2020-08-11,1,BBRI
1342,2020-08-10,0,BBRI
1343,2020-08-07,1,BBRI
1344,2020-08-06,0,BBRI
1345,2020-08-05,1,BBRI
1346,2020-08-04,0,BBRI
1347,2020-08-03,1,BBRI
1348,2020-07-30,0,BBRI
1349,2020-07-29,0,BBRI
1350,2020-07-28,1,BBRI
1351,2020-07-27,0,BBRI
1352,2020-07-24,1,BBRI
1353,2020-07-23,0,BBRI
1354,2020-07-22,1,BBRI
1355,2020-07-21,0,BBRI
1356,2020-07-20,0,BBRI
1357,2020-07-17,1,BBRI
1358,2020-07-16,0,BBRI
1359,2020-07-15,1,BBRI
1360,2020-07-14,1,BBRI
1361,2020-07-13,0,BBRI
1362,2020-07-10,0,BBRI
1363,2020-07-09,1,BBRI
1364,2020-07-08,0,BBRI
1365,2020-07-07,0,BBRI
1366,2020-07-06,1,BBRI
1367,2020-07-03,0,BBRI
1368,2020-07-02,1,BBRI
1369,2020-07-01,0,BBRI
1370,2020-06-30,1,BBRI
1371,2020-06-29,0,BBRI
1372,2020-06-26,0,BBRI
1373,2020-06-25,1,BBRI
1374,2020-06-24,1,BBRI
1375,2020-06-23,0,BBRI
1376,2020-06-22,1,BBRI
1377,2020-06-19,1,BBRI
1378,2020-06-18,0,BBRI
1379,2020-06-17,1,BBRI
1380,2020-06-16,0,BBRI
1381,2020-06-15,1,BBRI
1382,2020-06-12,0,BBRI
1383,2020-06-11,0,BBRI
1384,2020-06-10,0,BBRI
1385,2020-06-09,1,BBRI
1386,2020-06-08,1,BBRI
1387,2020-06-05,0,BBRI
1388,2020-06-04,0,BBRI
1389,2020-06-03,1,BBRI
1390,2020-06-02,1,BBRI
1391,2020-05-29,1,BBRI
1392,2020-05-28,1,BBRI
1393,2020-05-27,0,BBRI
1394,2020-05-26,1,BBRI
1395,2020-05-20,1,BBRI
1396,2020-05-19,0,BBRI
1397,2020-05-18,0,BBRI
1398,2020-05-15,0,BBRI
1399,2020-05-14,0,BBRI
1400,2020-05-13,0,BBRI
1401,2020-05-12,0,BBRI
1402,2020-05-11,0,BBRI
1403,2020-05-08,1,BBRI
1404,2020-05-06,0,BBRI
1405,2020-05-05,0,BBRI
1406,2020-05-04,1,BBRI
1407,2020-04-30,1,BBRI
1408,2020-04-29,0,BBRI
1409,2020-04-28,0,BBRI
1410,2020-04-27,0,BBRI
1411,2020-04-24,0,BBRI
1412,2020-04-23,1,BBRI
1413,2020-04-22,0,BBRI
1414,2020-04-21,0,BBRI
1415,2020-04-20,1,BBRI
1416,2020-04-17,0,BBRI
1417,2020-04-16,0,BBRI
1418,2020-04-15,1,BBRI
1419,2020-04-14,0,BBRI
1420,2020-04-13,0,BBRI
1421,2020-04-09,0,BBRI
1422,2020-04-08,0,BBRI
1423,2020-04-07,1,BBRI
1424,2020-04-06,1,BBRI
1425,2020-04-03,1,BBRI
1426,2020-04-02,0,BBRI
1427,2020-04-01,0,BBRI
1428,2020-03-31,0,BBRI
1429,2020-03-30,1,BBRI
1430,2020-03-27,1,BBRI
1431,2020-03-26,0,BBRI
1432,2020-03-24,0,BBRI
1433,2020-03-23,0,BBRI
1434,2020-03-20,0,BBRI
1435,2020-03-19,0,BBRI
1436,2020-03-18,0,BBRI
1437,2020-03-17,0,BBRI
1438,2020-03-16,1,BBRI
1439,2020-03-13,0,BBRI
1440,2020-03-12,0,BBRI
1441,2021-03-12,1,BMRI
1442,2021-03-10,1,BMRI
1443,2021-03-09,0,BMRI
1444,2021-03-08,1,BMRI
1445,2021-03-05,0,BMRI
1446,2021-03-04,0,BMRI
1447,2021-03-03,1,BMRI
1448,2021-03-02,1,BMRI
1449,2021-03-01,1,BMRI
1450,2021-02-26,0,BMRI
1451,2021-02-25,1,BMRI
1452,2021-02-24,1,BMRI
1453,2021-02-23,0,BMRI
1454,2021-02-22,1,BMRI
1455,2021-02-19,0,BMRI
1456,2021-02-18,0,BMRI
1457,2021-02-17,0,BMRI
1458,2021-02-16,0,BMRI
1459,2021-02-15,0,BMRI
1460,2021-02-11,0,BMRI
1461,2021-02-10,0,BMRI
1462,2021-02-09,0,BMRI
1463,2021-02-08,0,BMRI
1464,2021-02-05,1,BMRI
1465,2021-02-04,0,BMRI
1466,2021-02-03,0,BMRI
1467,2021-02-02,1,BMRI
1468,2021-02-01,0,BMRI
1469,2021-01-29,0,BMRI
1470,2021-01-28,0,BMRI
1471,2021-01-27,1,BMRI
1472,2021-01-26,1,BMRI
1473,2021-01-25,0,BMRI
1474,2021-01-22,0,BMRI
1475,2021-01-21,1,BMRI
1476,2021-01-20,0,BMRI
1477,2021-01-19,1,BMRI
1478,2021-01-18,0,BMRI
1479,2021-01-15,0,BMRI
1480,2021-01-14,0,BMRI
1481,2021-01-13,1,BMRI
1482,2021-01-12,1,BMRI
1483,2021-01-11,1,BMRI
1484,2021-01-08,1,BMRI
1485,2021-01-07,1,BMRI
1486,2021-01-06,0,BMRI
1487,2021-01-05,1,BMRI
1488,2021-01-04,0,BMRI
1489,2020-12-30,0,BMRI
1490,2020-12-29,1,BMRI
1491,2020-12-28,0,BMRI
1492,2020-12-23,0,BMRI
1493,2020-12-22,0,BMRI
1494,2020-12-21,0,BMRI
1495,2020-12-18,1,BMRI
1496,2020-12-17,0,BMRI
1497,2020-12-16,1,BMRI
1498,2020-12-15,0,BMRI
1499,2020-12-14,0,BMRI
1500,2020-12-11,1,BMRI
1501,2020-12-10,1,BMRI
1502,2020-12-08,0,BMRI
1503,2020-12-07,1,BMRI
1504,2020-12-04,0,BMRI
1505,2020-12-03,1,BMRI
1506,2020-12-02,1,BMRI
1507,2020-12-01,0,BMRI
1508,2020-11-30,0,BMRI
1509,2020-11-27,1,BMRI
1510,2020-11-26,1,BMRI
1511,2020-11-25,1,BMRI
1512,2020-11-24,1,BMRI
1513,2020-11-23,1,BMRI
1514,2020-11-20,1,BMRI
1515,2020-11-19,1,BMRI
1516,2020-11-18,0,BMRI
1517,2020-11-17,0,BMRI
1518,2020-11-16,1,BMRI
1519,2020-11-13,0,BMRI
1520,2020-11-12,0,BMRI
1521,2020-11-11,1,BMRI
1522,2020-11-10,1,BMRI
1523,2020-11-09,1,BMRI
1524,2020-11-06,1,BMRI
1525,2020-11-05,0,BMRI
1526,2020-11-04,0,BMRI
1527,2020-11-03,1,BMRI
1528,2020-11-02,0,BMRI
1529,2020-10-27,1,BMRI
1530,2020-10-26,1,BMRI
1531,2020-10-23,1,BMRI
1532,2020-10-22,0,BMRI
1533,2020-10-21,0,BMRI
1534,2020-10-20,1,BMRI
1535,2020-10-19,0,BMRI
1536,2020-10-16,0,BMRI
1537,2020-10-15,0,BMRI
1538,2020-10-14,1,BMRI
1539,2020-10-13,1,BMRI
1540,2020-10-12,1,BMRI
1541,2020-10-09,0,BMRI
1542,2020-10-08,1,BMRI
1543,2020-10-07,0,BMRI
1544,2020-10-06,1,BMRI
1545,2020-10-05,1,BMRI
1546,2020-10-02,1,BMRI
1547,2020-10-01,0,BMRI
1548,2020-09-30,0,BMRI
1549,2020-09-29,0,BMRI
1550,2020-09-28,1,BMRI
1551,2020-09-25,1,BMRI
1552,2020-09-24,0,BMRI
1553,2020-09-23,0,BMRI
1554,2020-09-22,0,BMRI
1555,2020-09-21,0,BMRI
1556,2020-09-18,0,BMRI
1557,2020-09-17,0,BMRI
1558,2020-09-16,0,BMRI
1559,2020-09-15,1,BMRI
1560,2020-09-14,1,BMRI
1561,2020-09-11,0,BMRI
1562,2020-09-10,0,BMRI
1563,2020-09-09,0,BMRI
1564,2020-09-08,0,BMRI
1565,2020-09-07,0,BMRI
1566,2020-09-04,0,BMRI
1567,2020-09-03,0,BMRI
1568,2020-09-02,1,BMRI
1569,2020-09-01,0,BMRI
1570,2020-08-31,0,BMRI
1571,2020-08-28,0,BMRI
1572,2020-08-27,1,BMRI
1573,2020-08-26,1,BMRI
1574,2020-08-25,0,BMRI
1575,2020-08-24,0,BMRI
1576,2020-08-19,1,BMRI
1577,2020-08-18,0,BMRI
1578,2020-08-14,0,BMRI
1579,2020-08-13,1,BMRI
1580,2020-08-12,1,BMRI
1581,2020-08-11,1,BMRI
1582,2020-08-10,1,BMRI
1583,2020-08-07,0,BMRI
1584,2020-08-06,1,BMRI
1585,2020-08-05,1,BMRI
1586,2020-08-04,0,BMRI
1587,2020-08-03,1,BMRI
1588,2020-07-30,0,BMRI
1589,2020-07-29,0,BMRI
1590,2020-07-28,1,BMRI
1591,2020-07-27,0,BMRI
1592,2020-07-24,1,BMRI
1593,2020-07-23,1,BMRI
1594,2020-07-22,1,BMRI
1595,2020-07-21,0,BMRI
1596,2020-07-20,0,BMRI
1597,2020-07-17,0,BMRI
1598,2020-07-16,0,BMRI
1599,2020-07-15,1,BMRI
1600,2020-07-14,1,BMRI
1601,2020-07-13,0,BMRI
1602,2020-07-10,0,BMRI
1603,2020-07-09,1,BMRI
1604,2020-07-08,0,BMRI
1605,2020-07-07,1,BMRI
1606,2020-07-06,1,BMRI
1607,2020-07-03,0,BMRI
1608,2020-07-02,0,BMRI
1609,2020-07-01,0,BMRI
1610,2020-06-30,1,BMRI
1611,2020-06-29,0,BMRI
1612,2020-06-26,1,BMRI
1613,2020-06-25,1,BMRI
1614,2020-06-24,1,BMRI
1615,2020-06-23,0,BMRI
1616,2020-06-22,0,BMRI
1617,2020-06-19,1,BMRI
1618,2020-06-18,0,BMRI
1619,2020-06-17,1,BMRI
1620,2020-06-16,0,BMRI
1621,2020-06-15,1,BMRI
1622,2020-06-12,0,BMRI
1623,2020-06-11,0,BMRI
1624,2020-06-10,0,BMRI
1625,2020-06-09,1,BMRI
1626,2020-06-08,1,BMRI
1627,2020-06-05,0,BMRI
1628,2020-06-04,1,BMRI
1629,2020-06-03,1,BMRI
1630,2020-06-02,1,BMRI
1631,2020-05-29,1,BMRI
1632,2020-05-28,0,BMRI
1633,2020-05-27,1,BMRI
1634,2020-05-26,1,BMRI
1635,2020-05-20,1,BMRI
1636,2020-05-19,0,BMRI
1637,2020-05-18,0,BMRI
1638,2020-05-15,0,BMRI
1639,2020-05-14,0,BMRI
1640,2020-05-13,0,BMRI
1641,2020-05-12,0,BMRI
1642,2020-05-11,1,BMRI
1643,2020-05-08,0,BMRI
1644,2020-05-06,0,BMRI
1645,2020-05-05,0,BMRI
1646,2020-05-04,1,BMRI
1647,2020-04-30,0,BMRI
1648,2020-04-29,1,BMRI
1649,2020-04-28,0,BMRI
1650,2020-04-27,0,BMRI
1651,2020-04-24,1,BMRI
1652,2020-04-23,1,BMRI
1653,2020-04-22,0,BMRI
1654,2020-04-21,0,BMRI
1655,2020-04-20,1,BMRI
1656,2020-04-17,0,BMRI
1657,2020-04-16,0,BMRI
1658,2020-04-15,1,BMRI
1659,2020-04-14,0,BMRI
1660,2020-04-13,0,BMRI
1661,2020-04-09,0,BMRI
1662,2020-04-08,0,BMRI
1663,2020-04-07,1,BMRI
1664,2020-04-06,1,BMRI
1665,2020-04-03,1,BMRI
1666,2020-04-02,0,BMRI
1667,2020-04-01,0,BMRI
1668,2020-03-31,0,BMRI
1669,2020-03-30,1,BMRI
1670,2020-03-27,1,BMRI
1671,2020-03-26,0,BMRI
1672,2020-03-24,0,BMRI
1673,2020-03-23,0,BMRI
1674,2020-03-20,0,BMRI
1675,2020-03-19,0,BMRI
1676,2020-03-18,0,BMRI
1677,2020-03-17,0,BMRI
1678,2020-03-16,1,BMRI
1679,2020-03-13,0,BMRI
1680,2020-03-12,0,BMRI
1681,2021-03-12,0,EXCL
1682,2021-03-10,0,EXCL
1683,2021-03-09,0,EXCL
1684,2021-03-08,1,EXCL
1685,2021-03-05,0,EXCL
1686,2021-03-04,0,EXCL
1687,2021-03-03,1,EXCL
1688,2021-03-02,1,EXCL
1689,2021-03-01,1,EXCL
1690,2021-02-26,0,EXCL
1691,2021-02-25,0,EXCL
1692,2021-02-24,1,EXCL
1693,2021-02-23,0,EXCL
1694,2021-02-22,0,EXCL
1695,2021-02-19,1,EXCL
1696,2021-02-18,0,EXCL
1697,2021-02-17,0,EXCL
1698,2021-02-16,0,EXCL
1699,2021-02-15,1,EXCL
1700,2021-02-11,1,EXCL
1701,2021-02-10,0,EXCL
1702,2021-02-09,0,EXCL
1703,2021-02-08,0,EXCL
1704,2021-02-05,1,EXCL
1705,2021-02-04,1,EXCL
1706,2021-02-03,0,EXCL
1707,2021-02-02,1,EXCL
1708,2021-02-01,0,EXCL
1709,2021-01-29,1,EXCL
1710,2021-01-28,0,EXCL
1711,2021-01-27,0,EXCL
1712,2021-01-26,0,EXCL
1713,2021-01-25,0,EXCL
1714,2021-01-22,0,EXCL
